ID,CODE,LOCALITY,STATION,HABITAT,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMPERATURE,CONDUCTIVITY,TDS,SALINITY,DO,pH,CODE_species,macrura,mento,megarostris,neptunia,neptunoida,ovata,rotatoria,tardigrada,cf_neptunoida,RICHNESS,AET,PREC,MEAN_AIR_TEMP,SRAD,Chla,Phycocyanin_BGA.PC
387,S14_b,Pak Klong Yon _ Thale-Noi _ Phatthalung,NA,Marsh,22/06/18,7.771944,100.132694,NA,34.45,225.9,124,0.09,5.45,6.47,S14_b,0,0,0,1,0,0,0,0,0,1,0,1962,27.51666657,18838.08333,NA,NA
388,S15_a,Na Tub _ Songkhla,NA,Vegetative swamp,27/08/17,7.092139,100.679194,9,27.16,241.8,151,0.11,1.03,5.53,S15_a,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
389,S15_b,Na Tub _ Songkhla,NA,Vegetative swamp,12/11/17,7.092139,100.679194,9,30.62,157.9,93,0.07,1.85,6.15,S15_b,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
390,S15_c,Na Tub _ Songkhla,NA,Vegetative swamp,21/06/18,7.092139,100.679194,9,30.42,173.3,102,0.07,4.38,6.19,S15_c,0,1,1,1,0,1,1,1,0,6,0,NA,NA,NA,NA,NA
365,S2_a,Pond behind department of biology building in PSU _ Songkhla,NA,Vegetative pond,28/07/14,7.0066,100.498467,NA,29.2,252,NA,0.1,NA,7.4,S2_a,0,0,0,1,0,0,1,1,0,3,0,1773,27.4666667,17849.41667,NA,NA
366,S2_b,Pond behind department of biology building in PSU _ Songkhla,NA,Vegetative pond,16/04/15,7.0066,100.498467,NA,28.9,250,NA,0.1,NA,7,S2_b,0,0,0,0,1,1,0,0,0,2,0,1773,27.4666667,17849.41667,NA,NA
367,S3,Pond connected to PSU reservoir _ Songkhla,NA,Vegetative swamp,23/07/14,7.008833,100.505833,NA,27.3,245,NA,0.1,NA,7,S3,0,0,1,1,0,0,1,1,0,4,0,1766,27.44166676,17952.33333,NA,NA
368,S4,Klong Lam Chan _ Trang,NA,Vegetative swamp,15/03/16,7.529917,99.755067,NA,27,55.25,NA,0,5.5,6.28,S4,0,0,0,0,0,0,0,0,0,0,1492,1960,27.4749999,18680.5,NA,NA
369,S5,Thale-Noi _ Phatthalung,NA,Marsh,13/05/15,7.77945,100.126933,NA,28.9,836.5,NA,0.4,10.65,5.91,S5,0,1,1,0,0,0,0,1,0,3,0,1959,27.54166651,18833.25,NA,NA
370,S6_1_a,Thungtong _ Surat Thani,1,Vegetative swamp,20/03/16,8.84345,99.23625,NA,32.1,57.8,NA,0,5.5,8.74,S6_1_a,0,0,0,0,0,0,1,0,0,1,1494,1771,27.3416667,18842.75,NA,NA
371,S6_1_b,Thungtong _ Surat Thani,1,Vegetative swamp,26/10/15,8.84345,99.23625,NA,34.2,49.4,NA,0,6.5,8.72,S6_1_b,0,1,0,0,0,1,0,0,0,2,1494,1771,27.3416667,18842.75,NA,NA
372,S6_2,Thungtong _ Surat Thani,2,Marsh,20/03/16,8.84345,99.23625,NA,32.1,57.8,NA,0,5.5,8.74,S6_2,0,0,0,0,0,0,0,1,0,1,1494,1771,27.3416667,18842.75,NA,NA
373,S6_3,Thungtong _ Surat Thani,3,Marsh,26/10/15,8.84345,99.23625,NA,34.9,43.4,NA,0,4.5,6.26,S6_3,0,1,0,0,0,0,0,1,0,2,1494,1771,27.3416667,18842.75,NA,NA
374,S7,Nong Han _ Phuket,NA,Pond,14/11/15,7.77695,98.310017,NA,38.2,50405,NA,30.5,7,7.95,S7,0,0,0,0,0,0,0,0,0,0,0,2319,27.73333343,19020.5,NA,NA
375,S8,Maikhao _ Phuket,NA,Peat swamp,15/11/15,8.119,98.303067,NA,34.5,13960,NA,7.5,2.5,6.38,S8,0,0,1,0,1,0,1,0,0,3,0,2623,27.67500003,19088.58333,NA,NA
376,S9,Jik _ Phuket,NA,Vegetative swamp,15/11/15,8.144433,98.299567,NA,31.9,106.3,NA,0.1,1,5.8,S9,0,0,1,0,1,1,0,0,0,3,0,NA,NA,NA,NA,NA
321,W1_a,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,17/10/18,13.940361,99.640528,18,30.99,323,189,0.14,3.61,7.4,W1_a,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667,NA,NA
322,W1_b,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,12/03/19,13.940361,99.640528,18,NA,NA,NA,NA,NA,NA,W1_b,0,1,0,1,0,0,1,1,0,4,1163,987,27.9000001,18530.66667,NA,NA
323,W1_c,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,23/06/19,13.940361,99.640528,18,30.536,221.4,130,0.09,6.07,7.66,W1_c,0,0,0,0,1,1,0,1,0,3,1163,987,27.9000001,18530.66667,NA,NA
344,W10,st.115 _ Ratchaburi ,NA,Pond,17/10/18,13.65303,99.72984,NA,34.6,222,122,0.09,4.31,7.48,W10,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667,NA,NA
345,W11_1,Near Silpakorn University _ Phetchaburi,1,Pond,13/11/17,12.646861,99.866778,114,28.36,376.1,230,0.17,3.16,6.81,W11_1,0,0,0,0,0,0,0,0,0,0,1195,856,27.81666629,18368.91667,NA,NA
346,W11_2,Near Silpakorn University _ Phetchaburi,2,Pond,13/11/17,12.646944,99.867,114,28.32,906.8,554,0.41,2.67,7.14,W11_2,0,0,0,1,0,0,0,0,0,1,1195,856,27.81666629,18368.91667,NA,NA
347,W12_1,Nong Luang _ Tak,1,Swamp,05/06/19,16.895,99.12196,NA,28.972,415.5,251,0.18,5.39,7.21,W12_1,0,0,0,0,0,0,0,0,0,0,984,1243,27.66666635,18502.83333,NA,NA
348,W12_2,Nong Luang _ Tak,2,Swamp,05/06/19,16.89495,99.1219,NA,31.239,459.7,267,0.19,7.89,7.69,W12_2,0,0,0,1,0,0,1,0,0,2,984,1243,27.66666635,18502.83333,NA,NA
349,W13,Mani Banphot Swamp _ Tak,NA,Swamp,05/06/19,16.876143,99.127875,NA,35.508,540.4,293,0.21,21.81,9.57,W13,0,0,0,0,0,0,0,0,0,0,984,1253,27.65833298,18454.41667,NA,NA
350,W14_a,Soi 17 Tha Muang District (opposite W1) _ Kanchanaburi ,NA,Vegetative swamp,12/03/19,13.940461,99.640547,NA,NA,NA,NA,NA,NA,NA,W14_a,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667,NA,NA
351,W14_b,Soi 17 Tha Muang District (opposite W1) _ Kanchanaburi ,NA,Vegetative swamp,23/06/19,13.940461,99.640547,NA,33.52,247.6,138,0.1,6.56,7.77,W14_b,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667,NA,NA
352,W15_a,Before shrimp pond _ Kanchanaburi,NA,Canal SW,12/03/19,13.91062,99.63315,NA,NA,NA,NA,NA,NA,NA,W15_a,0,0,0,0,0,0,1,0,0,1,1163,985,27.92500003,18471,NA,NA
353,W15_b,Before shrimp pond _ Kanchanaburi,NA,Canal SW,23/06/19,13.91062,99.63315,NA,31.097,222.1,129,0.09,6.1,7.89,W15_b,0,0,0,0,0,0,0,0,0,0,1163,985,27.92500003,18471,NA,NA
354,W16_1,Nong Pling swamp _ Kanchanaburi,1,Swamp,22/06/19,14.627946,98.60175,NA,27.672,630.9,390,0.29,5.69,7.28,W16_1,0,0,0,1,0,0,0,0,0,1,1110,2454,27.05000035,18544.91667,NA,NA
355,W16_2,Nong Pling swamp _ Kanchanaburi,2,Swamp,22/06/19,14.627998,98.601922,NA,26.591,672.7,424,0.32,2.51,7.21,W16_2,0,0,1,0,0,0,0,0,0,1,1110,2454,27.05000035,18544.91667,NA,NA
356,W16_3,Nong Pling swamp _ Kanchanaburi,3,Swamp,22/06/19,14.627946,98.60175,NA,27.981,623.3,385,0.28,5.99,7.3,W16_3,0,0,0,0,0,0,0,0,0,0,1110,2454,27.05000035,18544.91667,NA,NA
357,W16_4,Nong Pling swamp _ Kanchanaburi,4,Swamp,22/06/19,14.627946,98.60175,NA,26.308,626,397,0.29,6.58,7.26,W16_4,0,0,0,0,0,0,0,0,0,0,1110,2454,27.05000035,18544.91667,NA,NA
358,W17_1,Ban Ta Pan pond _ Kanchanaburi,1,Swamp,22/06/19,14.604069,98.617758,NA,30.461,705.9,415,0.31,7.06,7.62,W17_1,0,0,0,0,0,0,0,0,0,0,1110,2352,26.34166638,18474.75,NA,NA
359,W17_2,Ban Ta Pan pond _ Kanchanaburi,2,Swamp,22/06/19,14.603839,98.61757,NA,27.06,659.1,412,0.31,6.69,7.58,W17_2,0,0,0,0,0,0,0,0,0,0,1110,2352,26.34166638,18474.75,NA,NA
360,W18_1,Thuem _ Kanchanaburi,1,Vegetative swamp,22/06/19,14.634042,98.595068,NA,32.845,528.4,299,0.22,10.37,7.79,W18_1,0,0,0,0,0,0,0,0,0,0,1110,2484,27.14166689,18540.16667,NA,NA
361,W18_2,Thuem _ Kanchanaburi,2,Swamp,22/06/19,14.63403,98.59513,NA,31.511,517.2,299,0.22,8.1,7.83,W18_2,0,0,0,0,0,0,0,0,0,0,1110,2484,27.14166689,18540.16667,NA,NA
362,W19_1,Near border police station _ Kanchanaburi,1,Swamp,22/06/19,14.63977,98.5861,NA,28.221,10.7,7,0,6.76,7.89,W19_1,0,0,0,0,0,0,0,0,0,0,1110,2518,27.14166673,18538.41667,NA,NA
363,W19_2,Near border police station _ Kanchanaburi,2,Vegetative swamp,22/06/19,14.63942,98.58605,NA,34.399,12.5,7,0,9.53,7.69,W19_2,0,0,0,0,0,0,0,0,0,0,1110,2518,27.14166673,18538.41667,NA,NA
324,W2_a,Soi 17 Tha Muang District _ Kanchanaburi,NA,Canal RW,17/10/18,13.940347,99.640485,18,29.62,188,112,0.08,4.87,7.51,W2_a,0,0,0,1,0,0,0,0,0,1,1163,987,27.9000001,18530.66667,NA,NA
325,W2_b,Soi 17 Tha Muang District _ Kanchanaburi,NA,Canal RW,12/03/19,13.940347,99.640485,18,NA,NA,NA,NA,NA,NA,W2_b,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667,NA,NA
326,W2_c,Soi 17 Tha Muang District _ Kanchanaburi,NA,Canal RW,23/06/19,13.940347,99.640485,18,31.133,217.6,127,0.09,6.96,7.65,W2_c,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667,NA,NA
327,W3_a,Opposite police station _ Kanchanaburi,NA,Canal RW,17/10/18,13.932972,99.643139,20,28.94,185,112,0.08,4.26,7.44,W3_a,0,0,0,0,0,0,0,0,0,0,1163,986,27.89166673,18525.66667,NA,NA
328,W3_b,Opposite police station _ Kanchanaburi,NA,Canal RW,12/03/19,13.932972,99.643139,20,NA,NA,NA,NA,NA,NA,W3_b,0,1,0,0,0,0,1,1,0,3,1163,986,27.89166673,18525.66667,NA,NA
329,W3_c,Opposite police station _ Kanchanaburi,NA,Canal RW,23/06/19,13.932972,99.643139,20,33.132,270.8,152,0.11,9.08,8.02,W3_c,0,0,0,0,0,0,0,0,0,0,1163,986,27.89166673,18525.66667,NA,NA
330,W4_a,Near shrimp pond _ Kanchanaburi,NA,Algae canal SW,17/10/18,13.909917,99.635806,19,30.84,237,139,0.1,5.18,7.84,W4_a,0,0,0,1,0,0,1,0,0,2,1163,985,27.92500003,18501.5,NA,NA
331,W4_b,Near shrimp pond _ Kanchanaburi,NA,Algae canal SW,12/03/19,13.909917,99.635806,19,NA,NA,NA,NA,NA,NA,W4_b,0,0,0,0,0,0,0,0,0,0,1163,985,27.92500003,18501.5,NA,NA
332,W4_c,Near shrimp pond _ Kanchanaburi,NA,Algae canal SW,23/06/19,13.909917,99.635806,19,33.236,393.2,221,0.16,5.2,7.59,W4_c,0,1,0,0,1,0,1,1,0,4,1163,985,27.92500003,18501.5,NA,NA
333,W5_a,Kanchanaburi,NA,Vegetative swamp,17/10/18,13.811639,99.616417,47,32.51,139,79,0.06,2.7,7.03,W5_a,0,0,0,0,0,0,0,1,0,1,1163,992,27.88333337,18332.16667,NA,NA
334,W5_b,Kanchanaburi,NA,Vegetative swamp,12/03/19,13.811639,99.616417,47,NA,NA,NA,NA,NA,NA,W5_b,0,0,0,0,0,0,0,0,0,0,1163,992,27.88333337,18332.16667,NA,NA
335,W5_c,Kanchanaburi,NA,Vegetative swamp,23/06/19,13.811639,99.616417,47,35.356,172.7,94,0.07,9.25,8.62,W5_c,0,0,0,0,0,0,0,0,0,0,1163,992,27.88333337,18332.16667,NA,NA
336,W6_a,st.111 _ Ratchaburi ,NA,Pond,10/09/17,13.65303,99.72984,22,31.74,158.7,91,0.06,4.35,7.1,W6_a,0,0,0,1,0,0,0,0,0,1,1163,986,27.92499987,18318.41667,NA,NA
337,W6_b,st.111 _ Ratchaburi ,NA,Pond,12/03/19,13.65303,99.72984,22,NA,NA,NA,NA,NA,NA,W6_b,0,0,0,0,1,0,1,0,0,2,1163,986,27.92499987,18318.41667,NA,NA
338,W7_a,st.112 _ Ratchaburi ,NA,Pond,10/09/17,13.65238,99.73115,27,34.88,239,180,0.13,6.4,7.5,W7_a,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667,NA,NA
339,W7_b,st.112 _ Ratchaburi ,NA,Pond,17/10/18,13.65238,99.73115,27,34.6,222,122,0.09,4.31,7.48,W7_b,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667,NA,NA
340,W8,st.113 _ Ratchaburi ,NA,Pond,10/09/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
341,W9_a,st.114 _ Ratchaburi ,NA,Vegetative swamp,10/09/17,13.651798,99.731613,1,34.38,400,220,0.16,3.28,7.46,W9_a,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667,NA,NA
342,W9_b,st.114 _ Ratchaburi ,NA,Vegetative swamp,17/10/18,13.651798,99.731613,1,32.62,296,168,0.12,2.53,4.2,W9_b,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667,NA,NA
343,W9_c,st.114 _ Ratchaburi ,NA,Vegetative swamp,12/03/19,13.651798,99.731613,1,NA,NA,NA,NA,NA,NA,W9_c,0,0,0,1,0,0,0,0,0,1,1163,986,27.92499987,18318.41667,NA,NA
